Batch Size: 256	Seq Len: 64
Testing Category: GA	Threshold: 0.1
Training Size: 18823	Validation Size: 4706
2019-03-06 22:12:21.497831
~~ Training / Validation ~~
Epoch: 0 Average Training Accuracy: tensor(0.5818)
Average Training Loss: 3.934710038674844
Epoch: 0 Average Validation Accuracy: tensor(0.6292)
Average Validation Loss: 2.946890404349879
Epoch: 10 Average Training Accuracy: tensor(0.6216)
Average Training Loss: 3.04069871999122
Epoch: 10 Average Validation Accuracy: tensor(0.6205)
Average Validation Loss: 2.914393983389202
Epoch: 20 Average Training Accuracy: tensor(0.6247)
Average Training Loss: 3.0269712757419898
Epoch: 20 Average Validation Accuracy: tensor(0.6211)
Average Validation Loss: 2.9165440233130204
Epoch: 30 Average Training Accuracy: tensor(0.6227)
Average Training Loss: 3.0283040500975944
Epoch: 30 Average Validation Accuracy: tensor(0.6249)
Average Validation Loss: 2.8867765727796053
Epoch: 40 Average Training Accuracy: tensor(0.6232)
Average Training Loss: 3.0156472389762468
Epoch: 40 Average Validation Accuracy: tensor(0.6330)
Average Validation Loss: 2.8813811728828833
Epoch: 49 Average Training Accuracy: tensor(0.6230)
Average Training Loss: 3.014472139848245
Epoch: 49 Average Validation Accuracy: tensor(0.6288)
Average Validation Loss: 2.8910390389593026
Number of Testing Enumerations: 3700
2019-03-09 08:03:04.096848
~~ Testing ~~
Video: i3wAGJaaktw	Size: 536
"Ground Truth: [0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.41 0.41 0.41 0.41 0.41 0.41
 0.41 0.41 0.41 0.41 0.41 0.41 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4
 0.4  0.4  0.4  0.4  0.41 0.41 0.41 0.41 0.41 0.41 0.41 0.41 0.41 0.41
 0.41 0.41 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44
 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.36 0.36
 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55
 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55 0.55
 0.55 0.55 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52
 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.45 0.45 0.45 0.45 0.45 0.45
 0.45 0.45 0.45 0.45 0.45 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.47 0.47 0.47 0.47 0.47 0.47 0.47 0.47 0.47 0.47 0.47
 0.47 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43
 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.49 0.49 0.49
 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.48 0.48 0.48 0.48 0.48
 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.52 0.52 0.52 0.52 0.52 0.52 0.52
 0.52 0.52 0.52 0.52 0.52 0.64 0.64 0.64 0.64 0.64 0.64 0.64 0.64 0.64
 0.64 0.64 0.64 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44
 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.44 0.54
 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.56 0.56 0.56
 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.38 0.38 0.38 0.38 0.38
 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.33 0.33 0.33 0.33 0.33 0.33 0.33
 0.33 0.33 0.33 0.33 0.33 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.35
