Batch Size: 512	Seq Len: 32
Testing Category: FM	Threshold: 0.1
Training Size: 20037	Validation Size: 5010
2019-03-06 22:08:35.366550
~~ Training / Validation ~~
Epoch: 0 Average Training Accuracy: tensor(0.5391)
Average Training Loss: 10.289376801252365
Epoch: 0 Average Validation Accuracy: tensor(0.5928)
Average Validation Loss: 6.278657007217407
Epoch: 10 Average Training Accuracy: tensor(0.6113)
Average Training Loss: 6.182057097554207
Epoch: 10 Average Validation Accuracy: tensor(0.6068)
Average Validation Loss: 6.201032733917236
Epoch: 20 Average Training Accuracy: tensor(0.6130)
Average Training Loss: 6.1720101714134215
Epoch: 20 Average Validation Accuracy: tensor(0.6030)
Average Validation Loss: 6.182408618927002
Epoch: 30 Average Training Accuracy: tensor(0.6125)
Average Training Loss: 6.162745037674904
Epoch: 30 Average Validation Accuracy: tensor(0.5968)
Average Validation Loss: 6.174799489974975
Epoch: 40 Average Training Accuracy: tensor(0.6128)
Average Training Loss: 6.161428356170655
Epoch: 40 Average Validation Accuracy: tensor(0.6004)
Average Validation Loss: 6.179907321929932
Epoch: 49 Average Training Accuracy: tensor(0.6123)
Average Training Loss: 6.158841940760612
Epoch: 49 Average Validation Accuracy: tensor(0.5984)
Average Validation Loss: 6.153864908218384
Number of Testing Enumerations: 2000
2019-03-09 14:48:24.061726
~~ Testing ~~
Video: VuWGsYPqAX8	Size: 497
"Ground Truth: [0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.28 0.28
 0.28 0.28 0.28 0.28 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.35 0.35 0.35
 0.35 0.35 0.35 0.35 0.27 0.27 0.27 0.27 0.27 0.27 0.31 0.38 0.26 0.26
 0.26 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.36 0.36 0.36
 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.33 0.33 0.33 0.33 0.33 0.33 0.33
 0.33 0.33 0.33 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.31 0.31
 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29
