Batch Size: 256	Seq Len: 64
Testing Category: FM	Threshold: 0.1
Training Size: 18885	Validation Size: 4722
2019-03-13 23:50:08.591833
~~ Training / Validation ~~
Epoch: 0 Average Training Accuracy: tensor(0.5385)
Average Training Loss: 5.6957758826178475
Epoch: 0 Average Validation Accuracy: tensor(0.6012)
Average Validation Loss: 3.161554167145177
Epoch: 10 Average Training Accuracy: tensor(0.6042)
Average Training Loss: 3.1847813064987593
Epoch: 10 Average Validation Accuracy: tensor(0.6197)
Average Validation Loss: 3.1419600436561987
Epoch: 20 Average Training Accuracy: tensor(0.6053)
Average Training Loss: 3.1705323554374076
Epoch: 20 Average Validation Accuracy: tensor(0.5995)
Average Validation Loss: 3.145251945445412
Epoch: 30 Average Training Accuracy: tensor(0.6069)
Average Training Loss: 3.1673713245907344
Epoch: 30 Average Validation Accuracy: tensor(0.6180)
Average Validation Loss: 3.134082612238432
Epoch: 40 Average Training Accuracy: tensor(0.6050)
Average Training Loss: 3.1629528387172803
Epoch: 40 Average Validation Accuracy: tensor(0.6180)
Average Validation Loss: 3.1224960025988127
Epoch: 49 Average Training Accuracy: tensor(0.6058)
Average Training Loss: 3.1587598613790564
Epoch: 49 Average Validation Accuracy: tensor(0.6089)
Average Validation Loss: 3.115487073597155
Number of Testing Enumerations: 3700
2019-03-16 13:04:55.656411
~~ Testing ~~
Video: VuWGsYPqAX8	Size: 465
"Ground Truth: [0.27 0.27 0.27 0.27 0.27 0.27 0.31 0.38 0.26 0.26 0.26 0.32 0.32 0.32
 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.36 0.36 0.36 0.36 0.36 0.36 0.36
 0.36 0.36 0.36 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.31 0.31 0.31 0.31 0.31 0.31
 0.31 0.31 0.31 0.31 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.48 0.48 0.48 0.48
 0.48 0.48 0.48 0.48 0.48 0.48 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.3  0.3  0.3  0.3
 0.3  0.3  0.3  0.3  0.3  0.3  0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32
 0.32 0.32 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.35 0.33 0.33
 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.32 0.32 0.32 0.32 0.32 0.32
 0.32 0.32 0.32 0.32 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
 0.44 0.44 0.3  0.3  0.3  0.3  0.3  0.7  0.7  0.7  0.7  0.7  0.7  0.7
 0.7  0.7  0.7  0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.31
 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.27 0.27 0.27 0.27 0.27
 0.27 0.27 0.27 0.27 0.27 0.28 0.28 0.28 0.28 0.28 0.28 0.28 0.28 0.28
 0.28 0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.24 0.24 0.24
